2023-10-27 22:12:52,063 INFO    StreamThr :667744 [internal.py:wandb_internal():86] W&B internal server running at pid: 667744, started at: 2023-10-27 22:12:52.063539
2023-10-27 22:12:52,064 DEBUG   HandlerThread:667744 [handler.py:handle_request():146] handle_request: status
2023-10-27 22:12:52,065 INFO    WriterThread:667744 [datastore.py:open_for_write():85] open: /root/paper_project/hojun/wandb/run-20231027_221252-s198nwfb/run-s198nwfb.wandb
2023-10-27 22:12:52,066 DEBUG   SenderThread:667744 [sender.py:send():380] send: header
2023-10-27 22:12:52,079 DEBUG   SenderThread:667744 [sender.py:send():380] send: run
2023-10-27 22:12:52,587 INFO    SenderThread:667744 [dir_watcher.py:__init__():211] watching files in: /root/paper_project/hojun/wandb/run-20231027_221252-s198nwfb/files
2023-10-27 22:12:52,587 INFO    SenderThread:667744 [sender.py:_start_run_threads():1122] run started: s198nwfb with start time 1698444772.063498
2023-10-27 22:12:52,595 DEBUG   HandlerThread:667744 [handler.py:handle_request():146] handle_request: check_version
2023-10-27 22:12:52,595 DEBUG   SenderThread:667744 [sender.py:send_request():407] send_request: check_version
2023-10-27 22:12:52,671 DEBUG   HandlerThread:667744 [handler.py:handle_request():146] handle_request: run_start
2023-10-27 22:12:52,682 DEBUG   HandlerThread:667744 [system_info.py:__init__():32] System info init
2023-10-27 22:12:52,682 DEBUG   HandlerThread:667744 [system_info.py:__init__():47] System info init done
2023-10-27 22:12:52,682 INFO    HandlerThread:667744 [system_monitor.py:start():194] Starting system monitor
2023-10-27 22:12:52,682 INFO    SystemMonitor:667744 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-10-27 22:12:52,682 INFO    HandlerThread:667744 [system_monitor.py:probe():214] Collecting system info
2023-10-27 22:12:52,682 INFO    SystemMonitor:667744 [interfaces.py:start():190] Started cpu monitoring
2023-10-27 22:12:52,683 INFO    SystemMonitor:667744 [interfaces.py:start():190] Started disk monitoring
2023-10-27 22:12:52,683 INFO    SystemMonitor:667744 [interfaces.py:start():190] Started gpu monitoring
2023-10-27 22:12:52,684 INFO    SystemMonitor:667744 [interfaces.py:start():190] Started memory monitoring
2023-10-27 22:12:52,684 INFO    SystemMonitor:667744 [interfaces.py:start():190] Started network monitoring
2023-10-27 22:12:52,693 DEBUG   HandlerThread:667744 [system_info.py:probe():196] Probing system
2023-10-27 22:12:52,698 DEBUG   HandlerThread:667744 [system_info.py:_probe_git():181] Probing git
2023-10-27 22:12:52,709 DEBUG   HandlerThread:667744 [system_info.py:_probe_git():189] Probing git done
2023-10-27 22:12:52,709 DEBUG   HandlerThread:667744 [system_info.py:probe():244] Probing system done
2023-10-27 22:12:52,710 DEBUG   HandlerThread:667744 [system_monitor.py:probe():223] {'os': 'Linux-6.2.0-35-generic-x86_64-with-glibc2.29', 'python': '3.8.10', 'heartbeatAt': '2023-10-27T22:12:52.693961', 'startedAt': '2023-10-27T22:12:52.059474', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': 'test_onnx.py', 'codePathLocal': 'test_onnx.py', 'codePath': 'hojun/test_onnx.py', 'git': {'remote': 'https://github.com/jungwonguk/KoFont-Diffusion.git', 'commit': '22fc086e1bafe3c10a1faf0dcf4d8ce26d156a46'}, 'email': None, 'root': '/root/paper_project', 'host': 'c46754deb47b', 'username': 'root', 'executable': '/usr/local/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3493.560583333334, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 4520.933, 'min': 2200.0, 'max': 3700.0}, {'current': 4377.546, 'min': 2200.0, 'max': 3700.0}, {'current': 4648.549, 'min': 2200.0, 'max': 3700.0}, {'current': 4378.281, 'min': 2200.0, 'max': 3700.0}, {'current': 4173.828, 'min': 2200.0, 'max': 3700.0}, {'current': 3788.926, 'min': 2200.0, 'max': 3700.0}, {'current': 4505.555, 'min': 2200.0, 'max': 3700.0}, {'current': 3652.38, 'min': 2200.0, 'max': 3700.0}, {'current': 4649.661, 'min': 2200.0, 'max': 3700.0}, {'current': 3772.555, 'min': 2200.0, 'max': 3700.0}, {'current': 3719.365, 'min': 2200.0, 'max': 3700.0}, {'current': 4633.875, 'min': 2200.0, 'max': 3700.0}], 'disk': {'/': {'total': 656.0237274169922, 'used': 65.77901840209961}}, 'gpu': 'NVIDIA GeForce RTX 4090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 4090', 'memory_total': 25757220864}], 'memory': {'total': 31.258056640625}}
2023-10-27 22:12:52,710 INFO    HandlerThread:667744 [system_monitor.py:probe():224] Finished collecting system info
2023-10-27 22:12:52,710 INFO    HandlerThread:667744 [system_monitor.py:probe():227] Publishing system info
2023-10-27 22:12:52,710 DEBUG   HandlerThread:667744 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-10-27 22:12:52,710 DEBUG   HandlerThread:667744 [system_info.py:_save_pip():68] Saving pip packages done
2023-10-27 22:12:52,710 INFO    HandlerThread:667744 [system_monitor.py:probe():229] Finished publishing system info
2023-10-27 22:12:52,715 DEBUG   SenderThread:667744 [sender.py:send():380] send: files
2023-10-27 22:12:52,715 INFO    SenderThread:667744 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-10-27 22:12:52,718 DEBUG   HandlerThread:667744 [handler.py:handle_request():146] handle_request: stop_status
2023-10-27 22:12:52,718 DEBUG   SenderThread:667744 [sender.py:send_request():407] send_request: stop_status
2023-10-27 22:12:52,730 DEBUG   HandlerThread:667744 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-27 22:12:53,032 DEBUG   SenderThread:667744 [sender.py:send():380] send: telemetry
2023-10-27 22:12:53,427 INFO    wandb-upload_0:667744 [upload_job.py:push():131] Uploaded file /tmp/tmpy0qjbxt_wandb/c1lfyvzb-wandb-metadata.json
2023-10-27 22:12:53,588 INFO    Thread-12 :667744 [dir_watcher.py:_on_file_created():271] file/dir created: /root/paper_project/hojun/wandb/run-20231027_221252-s198nwfb/files/requirements.txt
2023-10-27 22:12:53,588 INFO    Thread-12 :667744 [dir_watcher.py:_on_file_created():271] file/dir created: /root/paper_project/hojun/wandb/run-20231027_221252-s198nwfb/files/wandb-metadata.json
2023-10-27 22:12:56,889 DEBUG   SenderThread:667744 [sender.py:send():380] send: exit
2023-10-27 22:12:56,889 INFO    SenderThread:667744 [sender.py:send_exit():585] handling exit code: 1
2023-10-27 22:12:56,889 INFO    SenderThread:667744 [sender.py:send_exit():587] handling runtime: 4
